"start";"end";"Type of SLM Activity";"Height.";"Height.";"Height.";"Height.";"Length";"Width.";"Width.";"Width.";"Width.";"Area Restored";"Area Improved";"Coordinate";"_Coordinate_latitude";"_Coordinate_longitude";"_Coordinate_altitude";"_Coordinate_precision";"Comments";"Name";"PES Funded";"Remark";"Height.";"_id";"_uuid";"_submission_time";"_validation_status";"_notes";"_status";"_submitted_by";"__version__";"_tags";"_index"
"2024-09-19T10:34:51.512+02:00";"2024-09-19T10:38:07.456+02:00";"Silt Trap";"";"";"";"47cm";"260cm";"";"";"50cm";"";"";"";"-21.4415989 29.0436846 779.323 1.837";"-21.4415989";"29.0436846";"779.323";"1.837";"Other";"Bethel 16 line ";"No";"Very well ";"";"390308287";"1704e7b5-91a5-490a-83ab-52ad68896c6c";"2024-10-02T09:16:28";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"58"
"2024-10-01T12:33:42.042+02:00";"2024-10-01T12:35:34.850+02:00";"Silt Trap";"";"";"";"0.8m";"4m";"";"0.8m";"";"";"";"";"-21.2958227 29.0558135 876.27783203125 3.216";"-21.2958227";"29.0558135";"876.27783203125";"3.216";"Village";"Nhlamba";"No";"";"";"392028208";"cb93e8c1-8513-4928-8af2-be1e5fbaa9bd";"2024-10-07T07:07:34";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"59"
"2024-10-01T12:35:40.654+02:00";"2024-10-01T12:36:53.695+02:00";"Silt Trap";"";"";"";"0.5m";"5m";"";"0.4m";"";"";"";"";"-21.2959461 29.0558503 873.11376953125 4.645";"-21.2959461";"29.0558503";"873.11376953125";"4.645";"Village";"Nhlamba";"No";"";"";"392028215";"df45429d-3430-4278-b99d-dbfe6e5b7dbb";"2024-10-07T07:07:35";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"60"
"2024-10-01T12:37:09.385+02:00";"2024-10-01T12:38:36.728+02:00";"Silt Trap";"";"";"";"0.8m";"7m";"";"0.3m";"";"";"";"";"-21.2961436 29.0557404 876.864501953125 4.716";"-21.2961436";"29.0557404";"876.864501953125";"4.716";"Village";"Nhlamba";"No";"";"";"392028224";"47cb856a-aa5c-465e-96ee-cf0cc974f63c";"2024-10-07T07:07:36";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"61"
"2024-10-01T12:39:30.593+02:00";"2024-10-01T12:40:21.591+02:00";"Stone Bund";"";"0.3m";"";"";"30m";"";"";"";"";"";"";"-21.2962376 29.0557773 869.6163330078125 4.556";"-21.2962376";"29.0557773";"869.6163330078125";"4.556";"Village";"Nhlamba";"No";"Width-0.2m";"";"392028230";"616a115f-f4fa-43f6-9edf-2af1cc1b1abc";"2024-10-07T07:07:36";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"62"
"2024-10-01T12:41:52.469+02:00";"2024-10-01T12:43:39.071+02:00";"Silt Trap";"";"";"";"0.2m";"18m";"";"0.3m";"";"";"";"";"-21.2965072 29.055747 879.71533203125 3.859";"-21.2965072";"29.055747";"879.71533203125";"3.859";"Individual";"Sthabile (Nhlamba)";"No";"";"";"392028236";"3ce956ae-1884-4098-a58b-d1092f7ccd37";"2024-10-07T07:07:37";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"63"
"2024-10-01T12:45:13.587+02:00";"2024-10-01T12:46:11.155+02:00";"Silt Trap";"";"";"";"0.7m";"5m";"";"0.3m";"";"";"";"";"-21.2968116 29.0553365 876.776611328125 3.93";"-21.2968116";"29.0553365";"876.776611328125";"3.93";"Village";"Nhlamba";"No";"";"";"392028250";"24b20b3d-6b8a-44a4-a3a8-fcb79e46e231";"2024-10-07T07:07:38";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"64"
"2024-10-01T14:53:48.095+02:00";"2024-10-01T15:00:08.755+02:00";"Silt Trap";"";"";"";"0.2m";"5m";"";"0.2m";"";"";"";"";"-21.342091 28.9701339 797.31494140625 3.752";"-21.342091";"28.9701339";"797.31494140625";"3.752";"Village";"Sengezane";"No";"";"";"392028255";"1ce2e571-ed3b-4d7c-b758-69979e85940e";"2024-10-07T07:07:39";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"65"
"2024-10-01T15:00:17.339+02:00";"2024-10-01T15:01:46.049+02:00";"Stone Bund";"";"0.2m";"";"";"8m
Width-0.2m";"";"";"";"";"";"";"-21.3419628 28.9706904 806.4208984375 4.824";"-21.3419628";"28.9706904";"806.4208984375";"4.824";"Village";"Sengezane";"No";"";"";"392028264";"6df0aea1-8120-41d5-bae1-e1601a5fb332";"2024-10-07T07:07:40";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"66"
"2024-10-01T15:02:26.897+02:00";"2024-10-01T15:03:59.001+02:00";"Silt Trap";"";"";"";"0.1m";"3m";"";"0.2m";"";"";"";"";"-21.3420969 28.9711268 787.153076171875 3.216";"-21.3420969";"28.9711268";"787.153076171875";"3.216";"Village";"Sengezane";"No";"";"";"392028266";"dd2841dd-de9f-4563-b55a-08cf697b8b95";"2024-10-07T07:07:41";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"67"
"2024-10-01T15:04:34.729+02:00";"2024-10-01T15:05:17.953+02:00";"Stone Bund";"";"0.1m";"";"";"4m
0.1w";"";"";"";"";"";"";"-21.3420268 28.9714621 801.142578125 4.931";"-21.3420268";"28.9714621";"801.142578125";"4.931";"Village";"Sengezane";"No";"";"";"392028270";"a9da4690-a509-4559-96c5-9b815fb9c27c";"2024-10-07T07:07:42";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"68"
"2024-10-01T15:05:59.668+02:00";"2024-10-01T15:06:53.547+02:00";"Silt Trap";"";"";"";"0.3m";"4m";"";"0.3m";"";"";"";"";"-21.3419942 28.9717659 807.888916015625 4.073";"-21.3419942";"28.9717659";"807.888916015625";"4.073";"Village";"Sengezane";"No";"";"";"392028274";"9c7f2762-38d8-4ad7-b429-770399bed331";"2024-10-07T07:07:42";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"69"
"2024-10-01T15:07:20.830+02:00";"2024-10-01T15:08:18.099+02:00";"Silt Trap";"";"";"";"0.3m";"4m";"";"0.2m";"";"";"";"";"-21.3420299 28.971907 805.0616455078125 4.556";"-21.3420299";"28.971907";"805.0616455078125";"4.556";"Village";"Sengezane";"No";"";"";"392028279";"90054b68-b3a6-4f25-abc7-0750e48ce4a3";"2024-10-07T07:07:43";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"70"
"2024-10-01T15:08:30.144+02:00";"2024-10-01T15:09:19.345+02:00";"Silt Trap";"";"";"";"0.2m";"2m";"";"0.2m";"";"";"";"";"-21.3420065 28.9719389 807.7607421875 3.644";"-21.3420065";"28.9719389";"807.7607421875";"3.644";"Village";"Sengezane";"No";"";"";"392028287";"644fc70b-59de-4f5f-beae-cb4a1d8c2031";"2024-10-07T07:07:44";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"71"
"2024-10-01T15:09:29.289+02:00";"2024-10-01T15:10:28.247+02:00";"Silt Trap";"";"";"";"0.2m";"4m";"";"0.2m";"";"";"";"";"-21.3420043 28.9720196 796.72021484375 4.824";"-21.3420043";"28.9720196";"796.72021484375";"4.824";"Village";"Sengezane";"No";"";"";"392028292";"8233388e-8d2f-4bf5-94fc-e6ee91fa5958";"2024-10-07T07:07:44";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"72"
"2024-10-01T15:10:52.999+02:00";"2024-10-01T15:11:39.452+02:00";"Silt Trap";"";"";"";"0.3m";"3m";"";"0.3m";"";"";"";"";"-21.3420114 28.972207 803.458984375 3.43";"-21.3420114";"28.972207";"803.458984375";"3.43";"Village";"Sengezane";"No";"";"";"392028308";"fe99cade-f982-416a-a389-1a1811d8b882";"2024-10-07T07:07:46";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"73"
"2024-10-01T15:12:12.282+02:00";"2024-10-01T15:12:51.102+02:00";"Silt Trap";"";"";"";"0.4m";"4m";"";"0.4m";"";"";"";"";"-21.341936 28.972488 809.886474609375 4.288";"-21.341936";"28.972488";"809.886474609375";"4.288";"Village";"Sengezane";"No";"";"";"392028318";"6f7e6831-6b2d-42d1-be60-568a9cf129e4";"2024-10-07T07:07:47";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"74"
"2024-10-01T15:12:59.676+02:00";"2024-10-01T15:13:40.665+02:00";"Silt Trap";"";"";"";"0.3m";"4m";"";"0.3m";"";"";"";"";"-21.3419501 28.9725263 805.56689453125 3.752";"-21.3419501";"28.9725263";"805.56689453125";"3.752";"Village";"Sengezane";"No";"";"";"392028322";"9dea8b12-b468-45a1-ac52-d953f04e79a0";"2024-10-07T07:07:47";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"75"
"2024-10-01T15:17:51.599+02:00";"2024-10-01T15:18:46.010+02:00";"Silt Trap";"";"";"";"0.2m";"6m";"";"0.4m";"";"";"";"";"-21.3432004 28.9719675 798.212158203125 3.216";"-21.3432004";"28.9719675";"798.212158203125";"3.216";"Village";"Sengezane";"No";"";"";"392028329";"92baf9fd-35c9-4090-a716-715e70d35e7b";"2024-10-07T07:07:48";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"76"
"2024-10-01T15:18:58.879+02:00";"2024-10-01T15:19:53.141+02:00";"Silt Trap";"";"";"";"0.3m";"4m";"";"0.3m";"";"";"";"";"-21.3432 28.9719749 802.765625 4.645";"-21.3432";"28.9719749";"802.765625";"4.645";"Village";"Sengezane";"No";"";"";"392028336";"392f9025-5cda-4474-8792-f8419fc64756";"2024-10-07T07:07:49";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"77"
"2024-10-01T15:25:38.204+02:00";"2024-10-01T15:28:01.592+02:00";"Dead Level Contour";"";"";"0.4m";"";"50m";"";"";"";"";"";"";"-21.3434599 28.9720586 801.9420166015625 3.216";"-21.3434599";"28.9720586";"801.9420166015625";"3.216";"Village";"Sengezane";"No";"";"";"392028339";"ac9bb318-dd40-4b02-9467-17f7104c081b";"2024-10-07T07:07:49";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"78"
"2024-10-03T11:07:18.355+02:00";"2024-10-03T11:08:43.548+02:00";"Silt Trap";"";"";"";"0.2m";"12m";"";"0.4m";"";"";"";"";"-21.3550741 28.9630816 786.416015625 4.645";"-21.3550741";"28.9630816";"786.416015625";"4.645";"Village";"Sengezane";"No";"";"";"392028342";"f87bb2fe-c25a-4aa6-bb75-e1c988f6d462";"2024-10-07T07:07:50";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"79"
"2024-10-03T11:28:09.366+02:00";"2024-10-03T11:29:03.946+02:00";"Dead Level Contour";"";"";"0.3m";"";"100m";"";"";"";"";"";"";"-21.3412885 28.9764875 791.785888671875 4.288";"-21.3412885";"28.9764875";"791.785888671875";"4.288";"Individual";"Sengezane";"No";"";"";"392028345";"3bb692b0-04d5-4ac5-8e13-6bd7113f82ee";"2024-10-07T07:07:51";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"80"
"2024-10-03T11:30:38.435+02:00";"2024-10-03T11:31:57.698+02:00";"Dead Level Contour";"";"";"0.3m";"";"175m";"";"";"";"";"";"";"-21.3411236 28.9769226 815.572998046875 3.859";"-21.3411236";"28.9769226";"815.572998046875";"3.859";"Individual";"Sengezane";"No";"";"";"392028350";"bd0f32b5-707b-4eba-939c-bba694e6197f";"2024-10-07T07:07:52";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"81"
"2024-10-03T11:32:48.253+02:00";"2024-10-03T11:35:47.180+02:00";"Dead Level Contour";"";"";"0.3m";"";"150m";"";"";"";"";"";"";"-21.3407249 28.9771705 811.6572265625 3.216";"-21.3407249";"28.9771705";"811.6572265625";"3.216";"Village";"Sengezane";"No";"";"";"392028355";"6664b1d3-aa30-4f3b-b1ee-6e69204291ed";"2024-10-07T07:07:52";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"82"
"2024-10-03T11:35:52.019+02:00";"2024-10-03T11:36:36.442+02:00";"Dead Level Contour";"";"";"0.3m";"";"180m";"";"";"";"";"";"";"-21.3403772 28.9771199 816.69580078125 4.824";"-21.3403772";"28.9771199";"816.69580078125";"4.824";"Individual";"Sengezane ";"No";"";"";"392028360";"a4b333d2-21a3-4b8e-a4d0-dfe80d82a4fd";"2024-10-07T07:07:53";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"83"
"2024-10-03T11:37:43.343+02:00";"2024-10-03T11:38:32.108+02:00";"Dead Level Contour";"";"";"0.3m";"";"150m";"";"";"";"";"";"";"-21.3399659 28.9771432 814.05517578125 4.716";"-21.3399659";"28.9771432";"814.05517578125";"4.716";"Individual";"Sengezane";"No";"";"";"392028365";"95b5f719-98eb-488d-a434-e830f474f5a9";"2024-10-07T07:07:54";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"84"
"2024-10-03T11:50:07.238+02:00";"2024-10-03T11:50:55.954+02:00";"Dead Level Contour";"";"";"0.3m";"";"140m";"";"";"";"";"";"";"-21.343136 28.9704412 817.0361328125 4.645";"-21.343136";"28.9704412";"817.0361328125";"4.645";"Village";"Sengezane";"No";"";"";"392028373";"1ac35afa-cf7f-4301-ac11-0cc7a6418473";"2024-10-07T07:07:54";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"85"
"2024-10-03T11:53:06.471+02:00";"2024-10-03T11:53:49.374+02:00";"Dead Level Contour";"";"";"0.4m";"";"100m";"";"";"";"";"";"";"-21.3429099 28.9704171 803.9541015625 3.644";"-21.3429099";"28.9704171";"803.9541015625";"3.644";"Individual";"Sengezane";"No";"";"";"392028380";"65668b2e-329c-46ec-8cc9-f84972126800";"2024-10-07T07:07:55";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"86"
"2024-10-03T12:01:24.504+02:00";"2024-10-03T12:02:19.182+02:00";"Dead Level Contour";"";"";"0.5m";"";"50m";"";"";"";"";"";"";"-21.3433058 28.9684784 799.360595703125 4.824";"-21.3433058";"28.9684784";"799.360595703125";"4.824";"Individual";"Sengezane";"No";"Infiltration pit";"";"392028387";"c0c75f91-1fe0-438d-aace-fa66d42c555e";"2024-10-07T07:07:55";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"87"
"2024-10-03T12:04:59.819+02:00";"2024-10-03T12:06:00.267+02:00";"Dead Level Contour";"";"";"0.3m";"";"25m";"";"";"";"";"";"";"-21.3436683 28.9691289 821.6529541015625 4.716";"-21.3436683";"28.9691289";"821.6529541015625";"4.716";"Individual";"Sengezane";"No";"";"";"392028392";"1dfc91b7-c71f-4cdd-aee6-861d9ba6644a";"2024-10-07T07:07:56";"";"";"submitted_via_web";"";"vZvwSTDpA7hbm9fBcfAUCC";"";"88"
"2024-10-01T14:55:15.094+02:00";"2024-10-01T14:59:30.960+02:00";"Stone Bund";"";"0.3";"";"";"2
0.3";"";"";"";"";"";"";"-21.3420684 28.9703583 1034.5 4.4";"-21.3420684";"28.9703583";"1034.5";"4.4";"Village";"Sengezane";"No";"";"";"392028493";"1fb7fe0c-bccd-4489-8693-31cfba7fdb99";"2024-10-07T07:08:11";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"89"
"2024-10-01T14:59:36.503+02:00";"2024-10-01T15:02:40.092+02:00";"Silt Trap";"";"";"";"0.5";"4
";"";"";"0.5";"";"";"";"-21.3420354 28.9710115 775.6 3.85";"-21.3420354";"28.9710115";"775.6";"3.85";"Village";"Sengezane";"No";"";"";"392028497";"5b9df9b4-d47e-4baf-a305-c3c9778070b8";"2024-10-07T07:08:11";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"90"
"2024-10-01T15:03:21.773+02:00";"2024-10-01T15:04:16.962+02:00";"Silt Trap";"";"";"";"0.3";"6";"";"";"3.5";"";"";"";"-21.3419382 28.9712684 777.1 4.0";"-21.3419382";"28.9712684";"777.1";"4.0";"Village";"Sengezane";"No";"";"";"392028503";"3c2ee161-a8e0-4a26-8425-19c7ec9450d5";"2024-10-07T07:08:12";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"91"
"2024-10-01T15:04:38.227+02:00";"2024-10-01T15:05:42.672+02:00";"Silt Trap";"";"";"";"0.5";"8";"";"";"1";"";"";"";"-21.3418209 28.9712231 776.4 4.133";"-21.3418209";"28.9712231";"776.4";"4.133";"Village";"Sengezane";"No";"";"";"392028511";"77b7116c-7f41-4f2b-bced-ee2f4dd5b551";"2024-10-07T07:08:13";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"92"
"2024-10-01T15:05:46.960+02:00";"2024-10-01T15:06:57.510+02:00";"Stone Bund";"";"0.3";"";"";"5
0.3";"";"";"";"";"";"";"-21.3420487 28.9712492 776.0 4.4";"-21.3420487";"28.9712492";"776.0";"4.4";"Village";"Sengezane";"No";"";"";"392028514";"99f71802-8452-4eee-a834-8bb0606b8fe2";"2024-10-07T07:08:14";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"93"
"2024-10-01T15:07:39.388+02:00";"2024-10-01T15:08:49.868+02:00";"Silt Trap";"";"";"";"0.5";"5.5";"";"";"0.5";"";"";"";"-21.3419238 28.9717379 776.1 4.625";"-21.3419238";"28.9717379";"776.1";"4.625";"Village";"Sengezane";"No";"";"";"392028520";"fcc98043-595c-4666-99be-7dbd44afa35a";"2024-10-07T07:08:15";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"94"
"2024-10-01T15:08:54.370+02:00";"2024-10-01T15:09:45.750+02:00";"Silt Trap";"";"";"";"0.3";"4.5";"";"";"0.5";"";"";"";"-21.3419275 28.9717177 776.1 3.75";"-21.3419275";"28.9717177";"776.1";"3.75";"Village";"Sengezane";"No";"";"";"392028523";"f0c2193f-3805-4085-a295-d9befde9d70e";"2024-10-07T07:08:15";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"95"
"2024-10-01T15:10:00.939+02:00";"2024-10-01T15:10:44.098+02:00";"Silt Trap";"";"";"";"0.3";"3";"";"";"0.4";"";"";"";"-21.3417563 28.9721034 778.8 3.25";"-21.3417563";"28.9721034";"778.8";"3.25";"Village";"Sengezane";"No";"";"";"392028527";"2e007d4e-5cab-49eb-94b9-cca079a3e106";"2024-10-07T07:08:16";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"96"
"2024-10-01T15:10:59.546+02:00";"2024-10-01T15:11:43.447+02:00";"Silt Trap";"";"";"";"0.2";"1.5";"";"";"0.4";"";"";"";"-21.3419174 28.9721106 779.6 3.3";"-21.3419174";"28.9721106";"779.6";"3.3";"Village";"Sengezane";"No";"";"";"392028535";"74589b52-21ac-46ae-b908-0dae289b4a07";"2024-10-07T07:08:17";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"97"
"2024-10-01T15:12:03.188+02:00";"2024-10-01T15:12:58.201+02:00";"Silt Trap";"";"";"";"0.3";"2";"";"";"0.4";"";"";"";"-21.3419408 28.9722485 777.6 4.033";"-21.3419408";"28.9722485";"777.6";"4.033";"Village";"Sengezane";"No";"";"";"392028540";"ebbcbcf2-58d4-436c-ad4d-b5011e416fb9";"2024-10-07T07:08:18";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"98"
"2024-10-01T15:13:21.992+02:00";"2024-10-01T15:14:33.652+02:00";"Silt Trap";"";"";"";"0.2";"1.2";"";"";"0.3";"";"";"";"-21.3418893 28.9723547 777.6 4.05";"-21.3418893";"28.9723547";"777.6";"4.05";"Village";"Sengezane";"No";"";"";"392028546";"465efa6d-fd2b-4d1e-8004-61e554e5d8c7";"2024-10-07T07:08:18";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"99"
"2024-10-01T15:17:59.916+02:00";"2024-10-01T15:18:49.283+02:00";"Silt Trap";"";"";"";"0.3";"1.8";"";"";"1";"";"";"";"-21.3434867 28.9718267 778.5 4.9";"-21.3434867";"28.9718267";"778.5";"4.9";"Village";"Sengezane";"No";"";"";"392028550";"57c08345-8347-4224-a03e-12643d7989ab";"2024-10-07T07:08:19";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"100"
"2024-10-01T15:21:10.961+02:00";"2024-10-01T15:22:42.728+02:00";"Silt Trap";"";"";"";"0.7";"4";"";"";"1.5";"";"";"";"-21.343689 28.971285 776.3 3.94";"-21.343689";"28.971285";"776.3";"3.94";"Village";"Sengezane";"No";"";"";"392028561";"7aaba20e-0c45-4c58-87da-af916e153b27";"2024-10-07T07:08:20";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"101"
"2024-10-02T11:36:40.484+02:00";"2024-10-02T11:38:01.628+02:00";"Stone Bund";"";"";"";"";"";"";"";"";"";"";"";"-21.4166721 28.9595768 754.2 4.95";"-21.4166721";"28.9595768";"754.2";"4.95";"Village";"Sezhubane";"No";"Success story";"";"392028567";"b5281ad5-d6ed-4b7a-96bb-5103f8d5c529";"2024-10-07T07:08:21";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"102"
"2024-10-02T11:40:15.246+02:00";"2024-10-02T11:41:30.920+02:00";"Silt Trap";"";"";"";"1";"5.5";"";"";"1.5";"";"";"";"-21.4163978 28.9564517 759.9 4.76";"-21.4163978";"28.9564517";"759.9";"4.76";"Village";"Sezhubane";"No";"";"";"392028570";"58f3e22a-91ce-447e-9c56-f0ca3111d2c2";"2024-10-07T07:08:22";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"103"
"2024-10-02T11:41:35.386+02:00";"2024-10-02T11:43:05.661+02:00";"Silt Trap";"";"";"";"0.4";"4";"";"";"0.8";"";"";"";"-21.4162121 28.9564777 757.8 4.233";"-21.4162121";"28.9564777";"757.8";"4.233";"Village";"Sezhubane";"No";"";"";"392028575";"998c53ca-e1d7-468b-b298-2a4d4e0f0fdc";"2024-10-07T07:08:22";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"104"
"2024-10-02T11:43:09.580+02:00";"2024-10-02T11:44:29.624+02:00";"Silt Trap";"";"";"";"0.3";"4";"";"";"1";"";"";"";"-21.4162409 28.9564527 757.7 4.983";"-21.4162409";"28.9564527";"757.7";"4.983";"Village";"Sezhubane";"No";"";"";"392028584";"365513fd-b3bf-4f0d-94b8-0f8762ca9f1f";"2024-10-07T07:08:23";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"105"
"2024-10-02T11:44:37.700+02:00";"2024-10-02T11:47:10.973+02:00";"Silt Trap";"";"";"";"0.5m";"4m";"";"";"1m";"";"";"";"-21.4161629 28.956558 758.2 4.96";"-21.4161629";"28.956558";"758.2";"4.96";"Village";"Sengezane";"No";"";"";"392028594";"d0d837bd-e419-4725-a1ed-41afc02a8fac";"2024-10-07T07:08:24";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"106"
"2024-10-03T11:53:26.893+02:00";"2024-10-03T11:55:35.928+02:00";"Dead Level Contour";"";"";"0.3";"";"75";"";"";"";"";"";"";"-21.3428237 28.9708083 796.6 4.916";"-21.3428237";"28.9708083";"796.6";"4.916";"Village";"Sengezane";"No";"";"";"392028600";"7ed7f550-8835-43f8-aab9-242046cbc311";"2024-10-07T07:08:25";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"107"
"2024-10-03T12:01:55.844+02:00";"2024-10-03T12:03:17.024+02:00";"Dead Level Contour";"0.3";"";"";"";"46";"";"";"";"";"";"";"-21.3430841 28.9686135 797.1 5.0";"-21.3430841";"28.9686135";"797.1";"5.0";"Village";"Sengezane";"No";"";"";"392028603";"22e76890-fed4-4881-a8cf-43b353c5c566";"2024-10-07T07:08:25";"";"";"submitted_via_web";"";"vthh9xMfwkLAwLCMRq7Tr3";"";"108"
"2024-10-21T14:57:27.058+02:00";"2024-10-21T15:00:22.494+02:00";"Stone Bund";"";"0.4m";"";"";"6m";"";"0.3m";"";"";"";"";"-21.3402201 29.112502 0 0";"-21.3402201";"29.112502";"0";"0";"Village";"Ntanye (Mabhoyi line)";"No";"";"";"397704617";"b53a1f66-1696-45ec-b652-92500d337a5f";"2024-10-21T13:00:25";"";"";"submitted_via_web";"";"vfXqURTkiFii5mmVhHoZ7X";"";"109"
"2024-10-21T15:00:22.508+02:00";"2024-10-21T15:03:22.193+02:00";"Stone Bund";"";"0.3m";"";"";"1m";"";"0.3m";"";"";"";"";"-21.3392138 29.099277 0 0";"-21.3392138";"29.099277";"0";"0";"Village";"Ntanye (Samlodi line)";"No";"";"";"397706074";"a8856865-26aa-481a-9932-461585e8177c";"2024-10-21T13:03:23";"";"";"submitted_via_web";"";"vfXqURTkiFii5mmVhHoZ7X";"";"110"
